TARGET	AGENT	COMP1	COMP2	COMP3	NONSE1	NONSE2	NONSE3	NONSE4	NONSE5	COMPnum	NONSEnum	ITEM	SCENE	ORDER	SUBJECT	COND	ACCURACY	TARGET_early	AGENT_early	COMP1_early	COMP2_early	COMP3_early	NONSE1_early	NONSE2_early	NONSE3_early	NONSE4_early	NONSE5_early
NaN	983	NaN	NaN	NaN	NaN	2304	2691	1458	NaN	0	5	40	24	1	109	0	1	NaN	518	NaN	NaN	NaN	NaN	NaN	NaN	338	NaN
NaN	511	1549	1233	NaN	2467	NaN	NaN	NaN	NaN	2	2	38	22	2	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
970	1081	NaN	NaN	1733	NaN	NaN	NaN	NaN	NaN	3	1	15	15	3	109	1	1	728	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1984	2207	NaN	NaN	1597	1068	NaN	NaN	NaN	1	3	33	17	4	109	0	1	NaN	237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1520	979	1197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	70	6	5	109	2	1	NaN	261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1099	1841	NaN	2311	3384	NaN	NaN	NaN	NaN	3	1	34	18	6	109	0	1	NaN	1053	570	NaN	NaN	393	NaN	NaN	NaN	NaN
2390	1260	2079	NaN	1075	2760	NaN	NaN	NaN	NaN	3	1	65	1	7	109	2	1	NaN	NaN	597	NaN	365	NaN	NaN	NaN	NaN	NaN
NaN	833	NaN	NaN	NaN	1416	NaN	1868	2057	NaN	0	5	43	27	8	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1434	999	1215	NaN	1642	NaN	NaN	NaN	NaN	NaN	3	0	68	4	9	109	2	1	NaN	967	387	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1950	725	NaN	NaN	1816	NaN	NaN	NaN	NaN	NaN	3	0	9	9	10	109	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1010	2127	NaN	NaN	1921	NaN	NaN	NaN	2	3	42	26	11	109	0	1	NaN	496	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	731	NaN	NaN	NaN	NaN	NaN	NaN	2577	NaN	0	4	35	19	12	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1630	1198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	13	109	2	1	316	986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1933	1078	NaN	1663	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	14	109	1	1	NaN	794	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	920	1935	NaN	2396	2091	1517	NaN	NaN	NaN	3	2	44	28	15	109	0	1	NaN	715	371	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3044	2151	2770	1911	2586	1305	NaN	NaN	NaN	NaN	3	1	16	16	16	109	1	1	NaN	750	NaN	600	NaN	7	NaN	NaN	NaN	NaN
NaN	1382	2247	NaN	NaN	1179	NaN	NaN	NaN	NaN	2	2	48	32	17	109	0	1	NaN	442	NaN	NaN	NaN	271	NaN	NaN	NaN	NaN
2250	911	NaN	NaN	1395	NaN	NaN	NaN	NaN	NaN	3	0	11	11	18	109	1	1	NaN	342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2202	474	NaN	NaN	1952	NaN	NaN	NaN	NaN	NaN	3	1	67	3	19	109	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1061	2244	NaN	1559	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	20	109	2	1	NaN	452	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1352	2609	2500	NaN	3102	1720	2155	NaN	NaN	2	3	37	21	21	109	0	1	NaN	469	NaN	824	NaN	222	NaN	NaN	NaN	NaN
1636	2505	NaN	1044	1462	NaN	NaN	NaN	NaN	NaN	3	1	10	10	22	109	1	1	NaN	7	NaN	985	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1212	1507	1798	2344	2862	NaN	NaN	NaN	NaN	3	1	36	20	23	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1458	975	1154	1709	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	24	109	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1563	1035	1774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	25	109	1	1	481	662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2723	1596	NaN	NaN	2570	NaN	NaN	1016	NaN	1	4	45	29	26	109	0	1	NaN	NaN	7	NaN	NaN	NaN	524	NaN	354	NaN
NaN	717	1543	NaN	NaN	1977	2435	2286	NaN	NaN	1	3	41	25	27	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2078	868	1752	NaN	3128	NaN	NaN	NaN	NaN	NaN	3	0	12	12	28	109	1	1	NaN	283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1271	1414	2024	2314	2835	NaN	NaN	NaN	NaN	3	1	47	31	29	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	734	NaN	NaN	NaN	NaN	NaN	1974	2438	NaN	0	4	39	23	30	109	0	1	NaN	682	NaN	NaN	NaN	NaN	500	NaN	NaN	NaN
1030	1374	NaN	2100	NaN	NaN	NaN	NaN	NaN	NaN	3	0	71	7	31	109	2	1	977	7	NaN	879	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1083	2323	NaN	NaN	2022	1258	NaN	2634	NaN	1	4	46	30	32	109	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1640	NaN	2132	1968	NaN	NaN	NaN	NaN	NaN	3	1	80	16	1	110	2	1	NaN	1298	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	3158	4232	1628	NaN	1321	4982	NaN	NaN	NaN	2	3	37	21	2	110	0	1	NaN	885	NaN	NaN	NaN	351	NaN	NaN	NaN	NaN
1424	1128	3185	1943	2522	NaN	NaN	NaN	NaN	NaN	3	0	7	7	3	110	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
860	1541	1233	NaN	3411	NaN	NaN	NaN	NaN	NaN	3	0	2	2	4	110	1	1	820	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1144	NaN	NaN	1670	1418	NaN	NaN	NaN	NaN	3	1	74	10	5	110	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1098	NaN	1819	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	6	110	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2492	1456	NaN	NaN	2718	878	1319	NaN	NaN	1	3	41	25	7	110	0	1	NaN	7	712	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1941	675	NaN	NaN	2093	NaN	NaN	NaN	NaN	NaN	3	0	73	9	8	110	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1168	915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	9	110	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	5	43	27	10	110	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1082	1971	NaN	NaN	1494	NaN	NaN	NaN	NaN	2	2	48	32	11	110	0	1	NaN	751	NaN	NaN	NaN	350	NaN	NaN	NaN	NaN
2457	860	NaN	2263	1970	NaN	NaN	NaN	NaN	NaN	3	1	79	15	12	110	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	956	3693	NaN	NaN	2925	1350	NaN	3303	NaN	1	4	46	30	13	110	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1331	5681	NaN	5082	938	4617	NaN	NaN	2	3	42	26	14	110	0	1	NaN	NaN	NaN	NaN	NaN	7	901	NaN	NaN	NaN
NaN	2591	1884	NaN	NaN	NaN	NaN	NaN	1703	NaN	1	4	45	29	15	110	0	1	NaN	NaN	7	NaN	NaN	NaN	NaN	899	411	NaN
NaN	999	NaN	NaN	NaN	NaN	1212	1380	1976	NaN	0	4	35	19	16	110	0	1	NaN	7	NaN	NaN	NaN	NaN	513	NaN	NaN	NaN
NaN	1592	NaN	824	NaN	2584	NaN	NaN	NaN	NaN	2	2	38	22	17	110	0	1	NaN	7	NaN	771	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1107	NaN	NaN	NaN	NaN	2992	2829	NaN	2660	0	5	40	24	18	110	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	317	NaN
NaN	NaN	1511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	19	110	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1506	2074	NaN	NaN	1251	NaN	NaN	NaN	NaN	3	1	78	14	20	110	2	1	918	NaN	504	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1041	NaN	NaN	1492	NaN	NaN	NaN	NaN	NaN	NaN	3	1	1	1	21	110	1	1	908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2523	NaN	NaN	NaN	NaN	2199	NaN	NaN	NaN	0	4	39	23	22	110	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1638	1058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	23	110	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	2415	3025	3237	NaN	NaN	NaN	NaN	3	2	44	28	24	110	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	947	1811	NaN	NaN	NaN	2516	NaN	NaN	NaN	1	3	33	17	25	110	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	933	NaN	1650	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	26	110	2	1	NaN	386	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
1640	854	4181	3186	1112	NaN	NaN	NaN	NaN	NaN	3	0	75	11	27	110	2	1	NaN	694	293	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1222	NaN	1706	2245	NaN	NaN	NaN	NaN	NaN	3	1	47	31	28	110	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2368	1080	NaN	1985	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	29	110	1	1	279	1041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	1989	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	30	110	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	573	2702	2169	3235	NaN	NaN	NaN	NaN	NaN	3	1	36	20	31	110	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	2452	1592	NaN	NaN	NaN	NaN	NaN	3	1	34	18	32	110	0	1	NaN	367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1703	NaN	NaN	1217	1472	NaN	NaN	NaN	NaN	NaN	3	1	10	10	1	111	1	1	NaN	7	NaN	NaN	669	NaN	NaN	NaN	NaN	NaN
1181	NaN	1060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	2	111	2	1	NaN	457	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	912	1763	NaN	NaN	2309	NaN	NaN	NaN	NaN	3	2	44	28	3	111	0	1	NaN	248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	631	1835	2264	NaN	1420	2045	NaN	NaN	NaN	2	2	48	32	4	111	0	1	NaN	411	NaN	NaN	NaN	266	NaN	NaN	NaN	NaN
NaN	1083	2472	2238	2060	1679	NaN	NaN	NaN	NaN	3	1	34	18	5	111	0	1	NaN	584	NaN	NaN	379	446	NaN	NaN	NaN	NaN
NaN	1059	NaN	NaN	NaN	NaN	2225	2015	1348	NaN	0	4	39	23	6	111	0	1	NaN	818	NaN	NaN	NaN	NaN	620	432	NaN	NaN
NaN	1032	1411	NaN	NaN	NaN	2281	2131	1934	NaN	1	4	45	29	7	111	0	1	NaN	836	7	NaN	NaN	354	NaN	NaN	NaN	NaN
NaN	983	1671	NaN	NaN	2252	2421	NaN	1428	NaN	1	4	46	30	8	111	0	1	NaN	7	NaN	NaN	NaN	493	NaN	NaN	NaN	NaN
NaN	778	2376	NaN	NaN	1803	1433	NaN	NaN	NaN	1	3	33	17	9	111	0	1	NaN	163	NaN	NaN	NaN	NaN	323	NaN	NaN	NaN
2006	1362	901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	70	6	10	111	2	1	NaN	188	854	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000	2605	NaN	817	1124	NaN	NaN	NaN	NaN	NaN	3	0	11	11	11	111	1	1	NaN	NaN	NaN	775	304	NaN	NaN	NaN	NaN	NaN
2580	1129	924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	12	111	2	1	7	NaN	295	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1616	751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	13	111	1	1	466	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	763	2096	2438	1892	NaN	NaN	NaN	NaN	NaN	3	1	36	20	14	111	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1809	776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	15	111	2	1	236	583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1391	NaN	NaN	2372	2822	NaN	NaN	NaN	NaN	3	1	16	16	16	111	1	1	NaN	722	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1534	749	1798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	17	111	1	1	NaN	356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	931	1814	2219	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	18	111	0	1	NaN	7	NaN	517	NaN	NaN	NaN	NaN	NaN	NaN
1858	946	NaN	1648	NaN	NaN	NaN	NaN	NaN	NaN	3	1	15	15	19	111	1	1	NaN	18	NaN	NaN	617	NaN	NaN	NaN	NaN	NaN
NaN	1232	1013	NaN	NaN	2401	2145	1911	NaN	NaN	1	3	41	25	20	111	0	1	NaN	7	440	NaN	NaN	NaN	NaN	668	NaN	NaN
NaN	1300	1737	2014	NaN	2369	NaN	NaN	NaN	NaN	3	1	47	31	21	111	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1022	NaN	NaN	NaN	1994	NaN	NaN	2339	2560	0	5	43	27	22	111	0	1	NaN	7	NaN	NaN	NaN	256	NaN	NaN	NaN	NaN
1956	NaN	1639	1080	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	23	111	1	1	NaN	417	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
1527	1209	NaN	NaN	726	NaN	NaN	NaN	NaN	NaN	3	1	67	3	24	111	2	1	NaN	7	NaN	NaN	670	NaN	NaN	NaN	NaN	NaN
1132	NaN	1639	1264	1450	NaN	NaN	NaN	NaN	NaN	3	1	65	1	25	111	2	1	978	376	NaN	NaN	219	NaN	NaN	NaN	NaN	NaN
NaN	1262	NaN	NaN	NaN	1523	1060	2569	2307	NaN	0	4	35	19	26	111	0	1	NaN	7	NaN	NaN	NaN	NaN	204	NaN	NaN	NaN
NaN	924	1801	2244	NaN	1558	2089	NaN	NaN	NaN	2	3	42	26	27	111	0	1	NaN	599	NaN	NaN	NaN	7	NaN	293	NaN	NaN
NaN	1012	NaN	NaN	NaN	NaN	1914	1491	1692	NaN	0	5	40	24	28	111	0	1	NaN	356	NaN	NaN	NaN	NaN	NaN	NaN	202	NaN
1812	949	1254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	29	111	2	1	NaN	7	411	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1328	NaN	1956	1718	2171	NaN	NaN	NaN	NaN	NaN	3	0	71	7	30	111	2	1	760	7	NaN	1013	NaN	NaN	NaN	NaN	NaN	NaN
1585	NaN	939	1416	1799	NaN	NaN	NaN	NaN	NaN	3	0	12	12	31	111	1	1	NaN	271	903	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1772	2644	1154	1377	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	1	112	2	1	596	7	939	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1707	2143	1085	1318	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	2	112	1	1	NaN	NaN	314	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2931	1276	2138	1748	1512	NaN	NaN	NaN	NaN	3	1	47	31	3	112	0	1	NaN	7	1067	645	NaN	NaN	NaN	NaN	NaN	NaN
1776	3137	951	1283	1523	NaN	NaN	NaN	NaN	NaN	3	0	73	9	4	112	2	1	511	7	902	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1777	NaN	NaN	1253	NaN	NaN	NaN	NaN	2	2	48	32	5	112	0	1	NaN	281	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	2435	NaN	NaN	NaN	2194	1414	1131	NaN	NaN	0	4	35	19	6	112	0	1	NaN	7	NaN	NaN	NaN	NaN	693	1088	NaN	NaN
NaN	NaN	1486	NaN	NaN	1167	924	NaN	NaN	NaN	1	3	33	17	7	112	0	1	NaN	256	631	NaN	NaN	NaN	864	NaN	NaN	NaN
833	NaN	1409	NaN	1135	NaN	NaN	NaN	NaN	NaN	3	1	78	14	8	112	2	1	617	485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1049	1607	NaN	NaN	2048	2314	NaN	1252	NaN	1	4	46	30	9	112	0	1	NaN	7	NaN	NaN	NaN	NaN	543	NaN	NaN	NaN
NaN	933	1718	NaN	NaN	2288	2062	1215	NaN	NaN	1	4	45	29	10	112	0	1	NaN	887	7	NaN	NaN	NaN	NaN	315	712	NaN
1810	NaN	1637	938	1403	NaN	NaN	NaN	NaN	NaN	3	0	2	2	11	112	1	1	NaN	437	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1737	1907	1191	1421	NaN	NaN	NaN	NaN	NaN	3	1	36	20	12	112	0	1	NaN	7	397	860	NaN	NaN	NaN	NaN	NaN	NaN
1599	NaN	1356	1273	NaN	NaN	NaN	NaN	NaN	NaN	3	1	1	1	13	112	1	1	NaN	348	485	711	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1719	NaN	NaN	NaN	1585	959	1342	1925	NaN	0	4	39	23	14	112	0	1	NaN	NaN	NaN	NaN	NaN	391	936	NaN	NaN	NaN
1537	1051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	15	112	1	1	238	809	NaN	NaN	NaN	610	NaN	NaN	NaN	NaN
1119	NaN	1868	1558	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	16	112	1	1	NaN	7	778	NaN	NaN	359	NaN	NaN	NaN	NaN
NaN	1463	1196	2474	NaN	2709	1665	NaN	NaN	NaN	2	3	37	21	17	112	0	1	NaN	414	1156	NaN	NaN	271	NaN	NaN	NaN	NaN
NaN	935	1557	NaN	NaN	1312	NaN	1849	NaN	NaN	1	3	41	25	18	112	0	1	NaN	7	310	NaN	NaN	NaN	692	NaN	NaN	NaN
NaN	NaN	1475	1691	2313	NaN	974	NaN	NaN	NaN	3	2	44	28	19	112	0	1	NaN	347	NaN	NaN	NaN	NaN	800	NaN	NaN	NaN
825	1266	NaN	1041	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	20	112	2	1	475	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1081	1682	2477	2226	2662	NaN	NaN	NaN	NaN	3	1	34	18	21	112	0	1	NaN	854	405	NaN	265	NaN	NaN	NaN	NaN	NaN
NaN	1028	1663	1970	NaN	NaN	2545	NaN	NaN	NaN	2	2	38	22	22	112	0	1	NaN	7	412	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2744	3188	1650	1412	1898	NaN	NaN	NaN	NaN	NaN	3	1	80	16	23	112	2	1	NaN	NaN	435	1041	835	7	NaN	NaN	NaN	NaN
1545	985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	24	112	2	1	NaN	270	608	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1740	929	2567	NaN	1403	NaN	NaN	NaN	NaN	NaN	3	0	75	11	25	112	2	1	NaN	236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1629	1320	NaN	NaN	1042	NaN	NaN	NaN	NaN	NaN	3	1	3	3	26	112	1	1	NaN	7	NaN	NaN	NaN	404	NaN	NaN	NaN	NaN
2215	2048	1539	NaN	1364	NaN	NaN	NaN	NaN	NaN	3	1	74	10	27	112	2	1	NaN	7	398	NaN	NaN	NaN	NaN	NaN	NaN	NaN
968	NaN	NaN	1537	1212	NaN	NaN	NaN	NaN	NaN	3	0	6	6	28	112	1	1	749	277	478	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	867	1317	2309	NaN	NaN	1651	2676	NaN	NaN	2	3	42	26	29	112	0	1	NaN	520	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1542	NaN	1313	NaN	2129	NaN	NaN	NaN	NaN	NaN	3	0	7	7	30	112	1	1	697	7	NaN	832	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2523	NaN	NaN	NaN	2407	1809	2218	881	1563	0	5	40	24	31	112	0	1	NaN	463	NaN	NaN	NaN	NaN	NaN	NaN	833	284
NaN	2388	NaN	NaN	NaN	1479	NaN	990	1194	1968	0	5	43	27	32	112	0	1	NaN	7	NaN	NaN	NaN	385	764	NaN	NaN	NaN
2372	1086	NaN	1910	2957	NaN	NaN	NaN	NaN	NaN	3	0	71	7	1	113	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	974	1840	2240	NaN	NaN	1600	NaN	NaN	NaN	2	3	42	26	2	113	0	1	NaN	902	NaN	NaN	NaN	7	NaN	782	NaN	NaN
1303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	3	113	1	1	479	NaN	648	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2051	1009	1872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	70	6	4	113	2	1	656	248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1130	NaN	NaN	NaN	1566	2290	1341	2587	1978	0	5	40	24	5	113	0	1	NaN	375	NaN	NaN	NaN	817	NaN	593	NaN	NaN
NaN	946	1323	NaN	NaN	2517	1896	1534	NaN	NaN	1	3	41	25	6	113	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1576	2789	2648	NaN	1216	2163	3963	NaN	NaN	2	3	37	21	7	113	0	1	NaN	559	NaN	NaN	NaN	351	NaN	NaN	NaN	NaN
NaN	948	NaN	NaN	NaN	1572	1371	1807	2269	NaN	0	5	43	27	8	113	0	1	NaN	7	NaN	NaN	NaN	NaN	537	362	NaN	NaN
2422	964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	11	11	9	113	1	1	NaN	NaN	NaN	NaN	494	NaN	NaN	NaN	NaN	NaN
889	NaN	NaN	1103	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	10	113	2	1	822	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	931	2503	2731	3159	2272	NaN	NaN	NaN	NaN	3	1	47	31	11	113	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	975	2388	2129	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	12	113	0	1	NaN	7	560	353	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1980	1249	1535	3432	NaN	NaN	NaN	NaN	3	1	34	18	13	113	0	1	NaN	540	1005	NaN	345	NaN	NaN	NaN	NaN	NaN
2395	1647	NaN	1473	1060	1346	NaN	NaN	NaN	NaN	3	1	10	10	14	113	1	1	NaN	233	NaN	818	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	2061	1081	NaN	1414	NaN	1	4	46	30	15	113	0	1	NaN	7	NaN	NaN	NaN	NaN	933	NaN	296	NaN
NaN	1042	NaN	NaN	NaN	4263	NaN	2471	2251	NaN	0	4	35	19	16	113	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2360	1188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	17	113	2	1	270	993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1866	931	1591	2233	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	18	113	2	1	NaN	7	361	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1390	1767	NaN	NaN	1047	NaN	NaN	NaN	NaN	NaN	3	1	15	15	19	113	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3066	1599	1438	2435	NaN	NaN	NaN	NaN	NaN	NaN	3	1	16	16	20	113	1	1	NaN	749	1399	NaN	NaN	7	NaN	NaN	NaN	NaN
1828	966	NaN	1640	1500	2425	NaN	NaN	NaN	NaN	3	1	67	3	21	113	2	1	NaN	7	NaN	NaN	457	NaN	NaN	NaN	NaN	NaN
2759	1148	1533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	22	113	2	1	7	NaN	455	774	NaN	NaN	NaN	NaN	NaN	NaN
2055	978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	23	113	1	1	470	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1249	NaN	NaN	1927	1127	NaN	NaN	NaN	NaN	NaN	3	1	65	1	24	113	2	1	NaN	572	NaN	NaN	354	NaN	NaN	NaN	NaN	NaN
1063	NaN	NaN	1329	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	25	113	1	1	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1625	NaN	NaN	NaN	1264	NaN	1019	NaN	1	4	45	29	26	113	0	1	NaN	NaN	7	NaN	NaN	531	NaN	NaN	NaN	NaN
NaN	2195	NaN	NaN	NaN	966	1330	NaN	NaN	NaN	0	4	39	23	27	113	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2680	1043	1746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	12	12	28	113	1	1	NaN	543	840	NaN	332	NaN	NaN	NaN	NaN	NaN
NaN	969	1332	1108	2346	1681	NaN	NaN	NaN	NaN	3	2	44	28	29	113	0	1	NaN	665	NaN	NaN	563	NaN	NaN	NaN	NaN	NaN
