subject	randomlyGeneratedNumber	order	trialID	condition	clickedTargetAnimalFirst	clickedTargetInstrumentFirst
17	29	21	17	Equi	1	0
17	29	22	34	Equi	1	0
17	29	23	35	Equi	1	0
17	29	25	10	mod	1	0
17	29	26	2	mod	1	0
17	29	27	39	Inst	0	1
17	29	29	43	Inst	0	1
17	29	30	54	mod	1	0
17	29	34	13	Equi	1	0
17	29	35	15	mod	1	0
17	29	36	41	Inst	1	0
17	29	38	16	Inst	0	1
17	29	39	52	mod	1	0
17	29	41	29	Equi	1	0
17	29	42	32	Equi	1	0
17	29	43	30	Equi	0	1
17	29	46	38	Inst	1	0
17	29	48	40	Inst	0	1
17	29	50	37	Inst	0	1
17	29	52	1	Inst	0	1
17	29	53	47	mod	0	1
17	29	54	31	Equi	1	0
17	29	55	28	Equi	0	1
17	29	56	45	Inst	0	1
17	29	57	7	mod	1	0
17	29	58	23	Inst	0	1
17	29	59	18	Inst	0	1
17	29	60	48	mod	1	0
17	29	63	20	Inst	0	1
17	29	65	51	mod	0	1
17	29	67	12	Inst	0	1
17	29	68	24	mod	1	0
17	29	70	25	Inst	0	1
17	29	71	53	mod	1	0
17	29	72	36	Equi	1	0
17	29	73	21	Equi	1	0
17	29	74	46	mod	1	0
17	29	76	33	Equi	1	0
17	29	77	14	mod	1	0
17	29	79	4	Inst	0	1
17	29	80	3	mod	1	0
17	29	81	26	mod	1	0
18	47	4	22	Equi	1	0
18	47	5	49	mod	1	0
18	47	7	27	Equi	1	0
18	47	8	44	Inst	0	1
18	47	9	8	Equi	0	1
18	47	11	9	Inst	0	1
18	47	12	5	Equi	1	0
18	47	14	50	mod	0	0
18	47	15	11	mod	1	0
18	47	16	19	Equi	0	1
18	47	19	6	Equi	0	1
18	47	20	42	Inst	0	1
18	47	21	17	Equi	1	0
18	47	22	34	Equi	1	0
18	47	23	35	Equi	0	1
18	47	25	10	mod	0	0
18	47	26	2	mod	1	0
18	47	27	39	Inst	1	0
18	47	29	43	Inst	0	1
18	47	30	54	mod	1	0
18	47	34	13	Equi	0	1
18	47	35	15	mod	0	0
18	47	36	41	Inst	0	1
18	47	38	16	Inst	0	1
18	47	39	52	mod	1	0
18	47	41	29	Equi	0	0
18	47	42	32	Equi	0	1
18	47	43	30	Equi	0	1
18	47	46	38	Inst	0	1
18	47	48	40	Inst	0	1
18	47	50	37	Inst	0	1
18	47	52	1	Inst	0	1
18	47	53	47	mod	0	1
18	47	54	31	Equi	1	0
18	47	55	28	Equi	1	0
18	47	56	45	Inst	0	1
18	47	57	7	mod	1	0
18	47	58	23	Inst	0	1
18	47	59	18	Inst	0	1
18	47	60	48	mod	1	0
18	47	63	20	Inst	0	1
18	47	65	51	mod	0	1
18	47	67	12	Inst	0	1
18	47	68	24	mod	1	0
18	47	70	25	Inst	0	1
18	47	71	53	mod	1	0
18	47	72	36	Equi	1	0
18	47	73	21	Equi	0	1
18	47	74	46	mod	1	0
18	47	76	33	Equi	1	0
18	47	77	14	mod	1	0
18	47	79	4	Inst	0	1
18	47	80	3	mod	1	0
18	47	81	26	mod	0	0
19	39	4	22	Equi	1	0
19	39	5	49	mod	0	1
19	39	7	27	Equi	0	1
19	39	8	44	Inst	0	1
19	39	9	8	Equi	0	1
19	39	11	9	Inst	0	1
19	39	12	5	Equi	1	0
19	39	14	50	mod	1	0
19	39	15	11	mod	1	0
19	39	16	19	Equi	1	0
19	39	19	6	Equi	0	1
19	39	20	42	Inst	0	1
19	39	21	17	Equi	0	1
19	39	22	34	Equi	1	0
19	39	23	35	Equi	1	0
19	39	25	10	mod	1	0
19	39	26	2	mod	1	0
19	39	27	39	Inst	1	0
19	39	29	43	Inst	1	0
19	39	30	54	mod	1	0
19	39	34	13	Equi	0	1
19	39	35	15	mod	1	0
19	39	36	41	Inst	1	0
19	39	38	16	Inst	1	0
19	39	39	52	mod	1	0
19	39	41	29	Equi	1	0
19	39	42	32	Equi	1	0
19	39	43	30	Equi	1	0
19	39	46	38	Inst	1	0
19	39	48	40	Inst	1	0
19	39	50	37	Inst	1	0
19	39	52	1	Inst	1	0
19	39	53	47	mod	1	0
19	39	54	31	Equi	1	0
19	39	55	28	Equi	0	1
19	39	56	45	Inst	1	0
19	39	57	7	mod	1	0
19	39	58	23	Inst	1	0
19	39	59	18	Inst	1	0
19	39	60	48	mod	1	0
19	39	63	20	Inst	1	0
19	39	65	51	mod	1	0
19	39	67	12	Inst	1	0
19	39	68	24	mod	1	0
19	39	70	25	Inst	1	0
19	39	71	53	mod	1	0
19	39	72	36	Equi	1	0
19	39	73	21	Equi	1	0
19	39	74	46	mod	1	0
19	39	76	33	Equi	1	0
19	39	77	14	mod	0	1
19	39	79	4	Inst	1	0
19	39	80	3	mod	1	0
19	39	81	26	mod	1	0
20	50	4	22	Equi	1	0
20	50	5	49	mod	1	0
20	50	7	27	Equi	0	1
20	50	8	44	Inst	0	1
20	50	9	8	Equi	0	1
20	50	11	9	Inst	0	1
20	50	12	5	Equi	1	0
20	50	14	50	mod	1	0
20	50	15	11	mod	1	0
20	50	16	19	Equi	1	0
20	50	19	6	Equi	0	1
20	50	20	42	Inst	0	1
20	50	21	17	Equi	1	0
20	50	22	34	Equi	1	0
20	50	23	35	Equi	0	1
20	50	25	10	mod	1	0
20	50	26	2	mod	1	0
20	50	27	39	Inst	0	1
20	50	29	43	Inst	0	1
20	50	30	54	mod	1	0
20	50	34	13	Equi	0	1
20	50	35	15	mod	1	0
20	50	36	41	Inst	1	0
20	50	38	16	Inst	0	1
20	50	39	52	mod	1	0
20	50	41	29	Equi	1	0
20	50	42	32	Equi	1	0
20	50	43	30	Equi	1	0
20	50	46	38	Inst	0	0
20	50	48	40	Inst	0	1
20	50	50	37	Inst	0	0
20	50	52	1	Inst	0	1
20	50	53	47	mod	0	1
20	50	54	31	Equi	1	0
20	50	55	28	Equi	0	1
20	50	56	45	Inst	0	1
20	50	57	7	mod	1	0
20	50	58	23	Inst	0	1
20	50	59	18	Inst	0	0
20	50	60	48	mod	1	0
20	50	63	20	Inst	1	0
20	50	65	51	mod	0	1
20	50	67	12	Inst	0	1
20	50	68	24	mod	1	0
20	50	70	25	Inst	0	1
20	50	71	53	mod	1	0
20	50	72	36	Equi	1	0
20	50	73	21	Equi	1	0
20	50	74	46	mod	1	0
20	50	76	33	Equi	1	0
20	50	77	14	mod	0	1
20	50	79	4	Inst	1	0
20	50	80	3	mod	1	0
20	50	81	26	mod	1	0
21	39	4	22	Equi	1	0
21	39	5	49	mod	1	0
21	39	7	27	Equi	1	0
21	39	8	44	Inst	1	0
21	39	9	8	Equi	1	0
21	39	11	9	Inst	1	0
21	39	12	5	Equi	1	0
21	39	14	50	mod	1	0
21	39	15	11	mod	1	0
21	39	16	19	Equi	1	0
21	39	19	6	Equi	0	1
21	39	20	42	Inst	1	0
21	39	21	17	Equi	1	0
21	39	22	34	Equi	1	0
21	39	23	35	Equi	1	0
21	39	25	10	mod	1	0
21	39	26	2	mod	1	0
21	39	27	39	Inst	1	0
21	39	29	43	Inst	0	1
21	39	30	54	mod	1	0
21	39	34	13	Equi	1	0
21	39	35	15	mod	1	0
21	39	36	41	Inst	1	0
21	39	38	16	Inst	1	0
21	39	39	52	mod	1	0
21	39	41	29	Equi	1	0
21	39	42	32	Equi	1	0
21	39	43	30	Equi	1	0
21	39	46	38	Inst	1	0
21	39	48	40	Inst	1	0
21	39	50	37	Inst	1	0
21	39	52	1	Inst	1	0
21	39	53	47	mod	1	0
21	39	54	31	Equi	1	0
21	39	55	28	Equi	1	0
21	39	56	45	Inst	1	0
21	39	57	7	mod	1	0
21	39	58	23	Inst	1	0
21	39	59	18	Inst	1	0
21	39	60	48	mod	1	0
21	39	63	20	Inst	1	0
21	39	65	51	mod	1	0
21	39	67	12	Inst	1	0
21	39	68	24	mod	1	0
21	39	70	25	Inst	1	0
21	39	71	53	mod	1	0
21	39	72	36	Equi	1	0
21	39	73	21	Equi	1	0
21	39	74	46	mod	1	0
21	39	76	33	Equi	1	0
21	39	77	14	mod	1	0
21	39	79	4	Inst	1	0
21	39	80	3	mod	1	0
21	39	81	26	mod	1	0
22	42	4	22	Equi	1	0
22	42	5	49	mod	0	1
22	42	7	27	Equi	0	1
22	42	8	44	Inst	0	1
22	42	9	8	Equi	0	1
22	42	11	9	Inst	0	1
22	42	12	5	Equi	1	0
22	42	14	50	mod	1	0
22	42	15	11	mod	1	0
22	42	16	19	Equi	1	0
22	42	19	6	Equi	0	1
22	42	20	42	Inst	0	1
22	42	21	17	Equi	1	0
22	42	22	34	Equi	1	0
22	42	23	35	Equi	0	1
22	42	25	10	mod	0	1
22	42	26	2	mod	1	0
22	42	27	39	Inst	0	1
22	42	29	43	Inst	0	1
22	42	30	54	mod	1	0
22	42	34	13	Equi	0	1
22	42	35	15	mod	1	0
22	42	36	41	Inst	0	1
22	42	38	16	Inst	0	1
22	42	39	52	mod	1	0
22	42	41	29	Equi	1	0
22	42	42	32	Equi	1	0
22	42	43	30	Equi	0	1
22	42	46	38	Inst	0	1
22	42	48	40	Inst	0	1
22	42	50	37	Inst	0	1
22	42	52	1	Inst	0	1
22	42	53	47	mod	1	0
22	42	54	31	Equi	1	0
22	42	55	28	Equi	0	0
22	42	56	45	Inst	0	1
22	42	57	7	mod	1	0
22	42	58	23	Inst	0	1
22	42	59	18	Inst	0	1
22	42	60	48	mod	1	0
22	42	63	20	Inst	0	1
22	42	65	51	mod	1	0
22	42	67	12	Inst	0	1
22	42	68	24	mod	1	0
22	42	70	25	Inst	1	0
22	42	71	53	mod	1	0
22	42	72	36	Equi	1	0
22	42	73	21	Equi	1	0
22	42	74	46	mod	1	0
22	42	76	33	Equi	1	0
22	42	77	14	mod	1	0
22	42	79	4	Inst	0	1
22	42	80	3	mod	1	0
22	42	81	26	mod	1	0
23	25	4	22	Equi	1	0
23	25	5	49	mod	1	0
23	25	7	27	Equi	0	1
23	25	8	44	Inst	0	1
23	25	9	8	Equi	0	1
23	25	11	9	Inst	0	1
23	25	12	5	Equi	1	0
23	25	14	50	mod	1	0
23	25	15	11	mod	1	0
23	25	16	19	Equi	1	0
23	25	19	6	Equi	0	1
23	25	20	42	Inst	0	1
23	25	21	17	Equi	0	1
23	25	22	34	Equi	1	0
23	25	23	35	Equi	0	1
23	25	25	10	mod	0	1
23	25	26	2	mod	1	0
23	25	27	39	Inst	0	1
23	25	29	43	Inst	0	1
23	25	30	54	mod	1	0
23	25	34	13	Equi	0	0
23	25	35	15	mod	1	0
23	25	36	41	Inst	0	1
23	25	38	16	Inst	0	1
23	25	39	52	mod	1	0
23	25	41	29	Equi	0	1
23	25	42	32	Equi	0	1
23	25	43	30	Equi	0	1
23	25	46	38	Inst	0	1
23	25	48	40	Inst	0	1
23	25	50	37	Inst	0	1
23	25	52	1	Inst	0	1
23	25	53	47	mod	1	0
23	25	54	31	Equi	1	0
23	25	55	28	Equi	0	1
23	25	56	45	Inst	0	1
23	25	57	7	mod	1	0
23	25	58	23	Inst	0	1
23	25	59	18	Inst	0	1
23	25	60	48	mod	1	0
23	25	63	20	Inst	0	1
23	25	65	51	mod	0	1
23	25	67	12	Inst	0	1
23	25	68	24	mod	1	0
23	25	70	25	Inst	0	1
23	25	71	53	mod	1	0
23	25	72	36	Equi	1	0
23	25	73	21	Equi	0	1
23	25	74	46	mod	1	0
23	25	76	33	Equi	0	1
23	25	77	14	mod	0	1
23	25	79	4	Inst	0	1
23	25	80	3	mod	0	1
23	25	81	26	mod	0	1
24	3	4	22	Equi	1	0
24	3	5	49	mod	1	0
24	3	7	27	Equi	0	1
24	3	8	44	Inst	0	1
24	3	9	8	Equi	1	0
24	3	11	9	Inst	0	1
24	3	12	5	Equi	1	0
24	3	14	50	mod	1	0
24	3	15	11	mod	1	0
24	3	16	19	Equi	1	0
24	3	19	6	Equi	1	0
24	3	20	42	Inst	0	1
24	3	21	17	Equi	0	1
24	3	22	34	Equi	1	0
24	3	23	35	Equi	1	0
24	3	25	10	mod	1	0
24	3	26	2	mod	1	0
24	3	27	39	Inst	1	0
24	3	29	43	Inst	0	1
24	3	30	54	mod	1	0
24	3	34	13	Equi	1	0
24	3	35	15	mod	1	0
24	3	36	41	Inst	1	0
24	3	38	16	Inst	0	1
24	3	39	52	mod	1	0
24	3	41	29	Equi	1	0
24	3	42	32	Equi	1	0
24	3	43	30	Equi	0	1
24	3	46	38	Inst	0	0
24	3	48	40	Inst	0	1
24	3	50	37	Inst	0	1
24	3	52	1	Inst	0	1
24	3	53	47	mod	0	1
24	3	54	31	Equi	1	0
24	3	55	28	Equi	1	0
24	3	56	45	Inst	0	1
24	3	57	7	mod	1	0
24	3	58	23	Inst	0	1
24	3	59	18	Inst	0	1
24	3	60	48	mod	1	0
24	3	63	20	Inst	0	1
24	3	65	51	mod	0	1
24	3	67	12	Inst	0	1
24	3	68	24	mod	1	0
24	3	70	25	Inst	0	1
24	3	71	53	mod	1	0
24	3	72	36	Equi	1	0
24	3	73	21	Equi	1	0
24	3	74	46	mod	1	0
24	3	76	33	Equi	0	1
24	3	77	14	mod	0	1
24	3	79	4	Inst	0	1
24	3	80	3	mod	0	1
24	3	81	26	mod	0	1
