TA	TI	CA	CI	subj	trialID	order	cond
797	337	0	0	11	39	27	0
157	212	0	0	11	998	28	9
1375	0	0	0	11	43	29	0
1387	104	0	0	11	54	30	1
692	313	484	0	11	9922	31	9
639	0	852	0	11	9911	32	9
579	450	251	210	11	9913	33	9
803	0	0	0	11	13	34	2
1492	0	0	0	11	15	35	1
1496	0	0	0	11	41	36	0
0	0	0	445	11	9914	37	9
1498	0	0	0	11	16	38	0
508	0	0	0	11	52	39	1
1493	0	0	0	11	9910	40	9
1039	0	0	458	11	29	41	2
1278	0	0	0	11	32	42	2
1498	0	0	0	11	30	43	2
0	0	0	0	11	9924	44	9
0	0	826	0	11	997	45	9
927	0	0	0	11	38	46	0
0	269	0	186	11	9920	47	9
1498	0	0	0	11	40	48	0
0	0	172	638	11	999	49	9
1496	0	0	0	11	37	50	0
108	346	616	418	11	9916	51	9
803	574	0	0	11	1	52	0
131	203	0	0	11	47	53	1
1442	0	0	0	11	31	54	2
658	0	0	0	11	28	55	2
0	982	0	0	11	45	56	0
1498	0	0	0	11	7	57	1
829	665	0	0	11	23	58	0
255	1094	0	0	11	18	59	0
1496	0	0	0	11	48	60	1
664	248	0	291	11	9923	61	9
339	510	513	130	11	9921	62	9
918	576	0	0	11	20	63	0
0	0	582	428	11	9918	64	9
229	1265	0	0	11	51	65	1
0	0	346	26	11	996	66	9
839	656	0	0	11	12	67	0
1494	0	0	0	11	24	68	1
713	0	0	693	11	9915	69	9
865	631	0	0	11	25	70	0
1496	0	0	0	11	53	71	1
1500	0	0	0	11	36	72	2
1218	273	0	0	11	21	73	2
1500	0	0	0	11	46	74	1
0	0	797	0	11	991	75	9
1490	0	0	0	11	33	76	2
1494	0	0	0	11	14	77	1
0	0	1490	0	11	9919	78	9
1492	0	0	0	11	4	79	0
1498	0	0	0	11	3	80	1
1476	0	0	0	11	26	81	1
752	624	0	0	12	991	1	9
0	0	0	66	12	992	2	9
1498	0	0	0	12	993	3	9
652	0	0	0	12	22	4	2
92	1406	0	0	12	49	5	1
779	0	0	0	12	995	6	9
857	0	635	0	12	27	7	2
481	1015	0	0	12	44	8	0
820	0	0	0	12	8	9	2
0	0	784	0	12	992	10	9
766	0	0	0	12	9	11	0
1498	0	0	0	12	5	12	2
261	0	788	443	12	993	13	9
1235	0	0	0	12	50	14	1
1498	0	0	0	12	11	15	1
641	853	0	0	12	19	16	2
590	0	902	0	12	994	17	9
0	0	0	0	12	9917	18	9
0	1498	0	0	12	6	19	2
529	532	0	0	12	42	20	0
1498	0	0	0	12	17	21	2
794	700	0	0	12	34	22	2
1244	252	0	0	12	35	23	2
1115	0	0	379	12	9912	24	9
503	993	0	0	12	10	25	1
774	722	0	0	12	2	26	1
1184	314	0	0	12	39	27	0
0	418	1078	0	12	998	28	9
19	1479	0	0	12	43	29	0
404	1092	0	0	12	54	30	1
360	620	0	480	12	9922	31	9
0	0	0	0	12	9911	32	9
0	0	1479	0	12	9913	33	9
196	1300	0	0	12	13	34	2
1431	0	0	0	12	15	35	1
382	1114	0	0	12	41	36	0
694	0	382	0	12	9914	37	9
0	1497	0	0	12	16	38	0
389	1103	0	0	12	52	39	1
604	0	0	233	12	9910	40	9
710	788	0	0	12	29	41	2
0	1498	0	0	12	32	42	2
45	1449	0	0	12	30	43	2
716	0	777	0	12	9924	44	9
905	589	0	0	12	997	45	9
144	1353	0	0	12	38	46	0
0	0	184	387	12	9920	47	9
0	1498	0	0	12	40	48	0
954	0	105	0	12	999	49	9
271	1147	0	0	12	37	50	0
0	0	0	0	12	9916	51	9
661	833	0	0	12	1	52	0
390	1102	0	0	12	47	53	1
0	1497	0	0	12	31	54	2
225	1273	0	0	12	28	55	2
0	1105	103	0	12	45	56	0
15	1484	0	0	12	7	57	1
536	960	0	0	12	23	58	0
737	761	0	0	12	18	59	0
1128	370	0	0	12	48	60	1
0	0	95	677	12	9923	61	9
879	0	316	73	12	9921	62	9
198	1299	0	0	12	20	63	0
0	0	629	805	12	9918	64	9
328	1092	0	0	12	51	65	1
0	0	334	0	12	996	66	9
0	701	342	0	12	12	67	0
968	526	0	0	12	24	68	1
0	327	0	700	12	9915	69	9
530	964	0	0	12	25	70	0
1375	0	0	0	12	53	71	1
250	1203	0	0	12	36	72	2
0	1260	236	0	12	21	73	2
553	939	0	0	12	46	74	1
302	0	0	714	12	991	75	9
0	1337	157	0	12	33	76	2
1179	317	0	0	12	14	77	1
36	0	244	0	12	9919	78	9
368	1126	0	0	12	4	79	0
262	443	0	9	12	3	80	1
268	0	752	0	12	26	81	1
185	492	285	216	13	991	1	9
207	0	1064	221	13	992	2	9
921	0	0	567	13	993	3	9
1496	0	0	0	13	22	4	2
971	523	0	0	13	49	5	1
511	456	522	0	13	995	6	9
680	0	0	814	13	27	7	2
712	780	0	0	13	44	8	0
0	1251	0	241	13	8	9	2
664	449	377	0	13	992	10	9
1059	434	0	0	13	9	11	0
1019	0	473	0	13	5	12	2
653	190	647	0	13	993	13	9
1492	0	0	0	13	50	14	1
1492	0	0	0	13	11	15	1
1096	396	0	0	13	19	16	2
0	0	1324	0	13	994	17	9
0	0	0	0	13	9917	18	9
254	1238	0	0	13	6	19	2
360	1134	0	0	13	42	20	0
934	0	0	0	13	17	21	2
1493	0	0	0	13	34	22	2
0	1429	0	67	13	35	23	2
0	0	0	969	13	9912	24	9
1008	484	0	0	13	10	25	1
1496	0	0	0	13	2	26	1
464	1030	0	0	13	39	27	0
488	385	0	619	13	998	28	9
0	1494	0	0	13	43	29	0
1088	0	0	0	13	54	30	1
736	754	0	0	13	9922	31	9
0	0	1184	147	13	9911	32	9
984	294	0	0	13	9913	33	9
400	1092	0	0	13	13	34	2
1496	0	0	0	13	15	35	1
214	1114	0	0	13	41	36	0
638	0	854	0	13	9914	37	9
0	1232	264	0	13	16	38	0
1498	0	0	0	13	52	39	1
791	700	0	0	13	9910	40	9
1488	0	0	0	13	29	41	2
749	677	0	0	13	32	42	2
140	1350	0	0	13	30	43	2
0	0	1494	0	13	9924	44	9
709	0	781	0	13	997	45	9
1493	0	0	0	13	38	46	0
0	0	1492	0	13	9920	47	9
1493	0	0	0	13	40	48	0
0	1123	193	0	13	999	49	9
0	851	0	643	13	37	50	0
0	677	0	818	13	9916	51	9
628	862	0	0	13	1	52	0
889	0	0	0	13	47	53	1
1494	0	0	0	13	31	54	2
696	798	0	0	13	28	55	2
287	732	0	473	13	45	56	0
1494	0	0	0	13	7	57	1
0	1496	0	0	13	23	58	0
155	1335	0	0	13	18	59	0
0	0	0	0	13	48	60	1
845	0	0	647	13	9923	61	9
0	0	1046	446	13	9921	62	9
172	1322	0	0	13	20	63	0
0	326	986	0	13	9918	64	9
1494	0	0	0	13	51	65	1
0	0	0	0	13	996	66	9
0	0	0	0	13	12	67	0
1492	0	0	0	13	24	68	1
647	0	0	843	13	9915	69	9
779	713	0	0	13	25	70	0
1496	0	0	0	13	53	71	1
1265	0	0	228	13	36	72	2
976	514	0	0	13	21	73	2
1494	0	0	0	13	46	74	1
349	416	0	379	13	991	75	9
1496	0	0	0	13	33	76	2
1494	0	0	0	13	14	77	1
255	330	0	0	13	9919	78	9
1490	0	0	0	13	4	79	0
1494	0	0	0	13	3	80	1
1495	0	0	0	13	26	81	1
420	0	791	0	14	991	1	9
0	0	377	1113	14	992	2	9
987	0	268	0	14	993	3	9
623	863	0	0	14	22	4	2
686	336	306	61	14	49	5	1
722	0	604	0	14	995	6	9
422	1066	0	0	14	27	7	2
63	1429	0	0	14	44	8	0
0	996	0	318	14	8	9	2
0	156	925	0	14	992	10	9
0	1496	0	0	14	9	11	0
504	0	0	0	14	5	12	2
799	0	681	0	14	993	13	9
1433	0	0	0	14	50	14	1
1484	0	0	0	14	11	15	1
1484	0	0	0	14	19	16	2
337	0	564	0	14	994	17	9
301	381	0	0	14	9917	18	9
346	683	0	243	14	6	19	2
0	1474	0	0	14	42	20	0
671	195	0	0	14	17	21	2
1441	43	0	0	14	34	22	2
309	980	0	0	14	35	23	2
374	549	0	559	14	9912	24	9
536	938	0	0	14	10	25	1
1044	0	0	0	14	2	26	1
343	234	0	0	14	39	27	0
596	497	0	0	14	998	28	9
217	1269	0	0	14	43	29	0
1018	456	0	0	14	54	30	1
579	0	0	905	14	9922	31	9
498	0	819	0	14	9911	32	9
0	0	1366	0	14	9913	33	9
1500	0	0	0	14	13	34	2
1484	0	0	0	14	15	35	1
335	1153	0	0	14	41	36	0
629	0	0	610	14	9914	37	9
498	688	0	0	14	16	38	0
725	0	0	0	14	52	39	1
0	533	0	0	14	9910	40	9
32	781	0	0	14	29	41	2
0	1472	0	0	14	32	42	2
536	944	0	0	14	30	43	2
772	0	385	0	14	9924	44	9
0	641	0	0	14	997	45	9
340	293	294	242	14	38	46	0
379	0	746	0	14	9920	47	9
245	1247	0	0	14	40	48	0
0	1496	0	0	14	999	49	9
873	619	0	0	14	37	50	0
406	241	0	0	14	9916	51	9
0	1480	0	0	14	1	52	0
0	1476	0	0	14	47	53	1
1492	0	0	0	14	31	54	2
1335	0	0	141	14	28	55	2
28	832	0	624	14	45	56	0
1400	0	0	0	14	7	57	1
0	1227	0	0	14	23	58	0
997	113	0	135	14	18	59	0
1349	0	0	0	14	48	60	1
996	0	0	0	14	9923	61	9
769	35	0	136	14	9921	62	9
0	268	1218	0	14	20	63	0
526	0	265	296	14	9918	64	9
547	933	0	0	14	51	65	1
0	0	1115	0	14	996	66	9
0	1498	0	0	14	12	67	0
1480	0	0	0	14	24	68	1
0	294	575	199	14	9915	69	9
0	1021	0	459	14	25	70	0
1006	0	0	0	14	53	71	1
1475	0	0	0	14	36	72	2
1492	0	0	0	14	21	73	2
1143	0	0	0	14	46	74	1
0	0	547	0	14	991	75	9
1128	0	0	0	14	33	76	2
731	0	0	0	14	14	77	1
437	0	0	0	14	9919	78	9
36	1108	0	275	14	4	79	0
718	740	0	0	14	3	80	1
676	0	374	0	14	26	81	1
235	450	389	0	15	991	1	9
357	237	512	376	15	992	2	9
696	0	412	0	15	993	3	9
1492	0	0	0	15	22	4	2
0	770	192	0	15	49	5	1
1162	0	322	0	15	995	6	9
283	624	0	307	15	27	7	2
0	1488	0	0	15	44	8	0
294	1194	0	0	15	8	9	2
318	648	520	0	15	992	10	9
388	993	103	0	15	9	11	0
1500	0	0	0	15	5	12	2
184	304	0	176	15	993	13	9
1494	0	0	0	15	50	14	1
1162	0	0	0	15	11	15	1
1496	0	0	0	15	19	16	2
48	238	654	544	15	994	17	9
208	336	404	510	15	9917	18	9
1008	424	52	0	15	6	19	2
542	940	0	0	15	42	20	0
1004	124	0	0	15	17	21	2
1496	0	0	0	15	34	22	2
665	821	0	0	15	35	23	2
28	0	509	802	15	9912	24	9
736	752	0	0	15	10	25	1
1496	0	0	0	15	2	26	1
366	1122	0	0	15	39	27	0
218	0	0	369	15	998	28	9
0	1162	0	324	15	43	29	0
0	1063	423	0	15	54	30	1
678	0	108	260	15	9922	31	9
0	0	609	883	15	9911	32	9
330	438	720	0	15	9913	33	9
8	1478	0	0	15	13	34	2
1330	154	0	0	15	15	35	1
1203	283	0	0	15	41	36	0
1068	0	0	0	15	9914	37	9
253	1227	0	0	15	16	38	0
1488	0	0	0	15	52	39	1
1217	0	0	158	15	9910	40	9
0	1063	150	253	15	29	41	2
0	1492	0	0	15	32	42	2
964	528	0	0	15	30	43	2
0	0	531	0	15	9924	44	9
1014	31	439	0	15	997	45	9
850	270	0	364	15	38	46	0
0	0	203	1040	15	9920	47	9
857	629	0	0	15	40	48	0
994	0	323	0	15	999	49	9
268	763	263	182	15	37	50	0
115	0	1383	0	15	9916	51	9
0	1488	0	0	15	1	52	0
0	1484	0	0	15	47	53	1
1488	0	0	0	15	31	54	2
19	1469	0	0	15	28	55	2
635	849	0	0	15	45	56	0
1500	0	0	0	15	7	57	1
180	1265	39	0	15	23	58	0
107	1377	0	0	15	18	59	0
1492	0	0	0	15	48	60	1
448	118	0	0	15	9923	61	9
0	368	700	412	15	9921	62	9
336	1152	0	0	15	20	63	0
1160	332	0	0	15	9918	64	9
457	1039	0	0	15	51	65	1
0	0	1230	0	15	996	66	9
712	768	0	0	15	12	67	0
1496	0	0	0	15	24	68	1
0	1500	0	0	15	9915	69	9
187	1299	0	0	15	25	70	0
1488	0	0	0	15	53	71	1
1500	0	0	0	15	36	72	2
1	1479	0	0	15	21	73	2
1488	0	0	0	15	46	74	1
1009	0	0	447	15	991	75	9
740	744	0	0	15	33	76	2
1086	406	0	0	15	14	77	1
531	0	953	0	15	9919	78	9
871	621	0	0	15	4	79	0
626	858	0	0	15	3	80	1
636	840	0	0	15	26	81	1
456	323	148	427	16	991	1	9
0	0	254	647	16	992	2	9
321	354	0	299	16	993	3	9
1287	0	0	0	16	22	4	2
384	834	0	266	16	49	5	1
505	512	283	0	16	995	6	9
875	609	0	0	16	27	7	2
0	517	0	817	16	44	8	0
695	283	0	502	16	8	9	2
426	514	0	540	16	992	10	9
341	1145	0	0	16	9	11	0
1127	197	164	0	16	5	12	2
1412	80	0	0	16	993	13	9
1496	0	0	0	16	50	14	1
1488	0	0	0	16	11	15	1
1492	0	0	0	16	19	16	2
475	256	62	0	16	994	17	9
443	617	422	0	16	9917	18	9
499	987	0	0	16	6	19	2
97	1056	0	329	16	42	20	0
923	561	0	0	16	17	21	2
1496	0	0	0	16	34	22	2
0	1203	198	0	16	35	23	2
0	0	0	0	16	9912	24	9
854	634	0	0	16	10	25	1
1219	0	0	273	16	2	26	1
1115	375	0	0	16	39	27	0
244	275	593	126	16	998	28	9
133	1332	0	0	16	43	29	0
779	705	0	0	16	54	30	1
1030	0	239	0	16	9922	31	9
191	0	1303	0	16	9911	32	9
0	726	736	28	16	9913	33	9
712	780	0	0	16	13	34	2
1434	0	58	0	16	15	35	1
0	1488	0	0	16	41	36	0
1111	0	377	0	16	9914	37	9
285	1207	0	0	16	16	38	0
1492	0	0	0	16	52	39	1
1231	0	261	0	16	9910	40	9
1255	241	0	0	16	29	41	2
1490	0	0	0	16	32	42	2
1484	0	0	0	16	30	43	2
0	63	685	334	16	9924	44	9
966	354	0	0	16	997	45	9
478	850	0	0	16	38	46	0
0	45	695	0	16	9920	47	9
456	1034	0	0	16	40	48	0
0	1500	0	0	16	999	49	9
574	736	0	0	16	37	50	0
970	522	0	0	16	9916	51	9
489	758	0	0	16	1	52	0
596	896	0	0	16	47	53	1
1496	0	0	0	16	31	54	2
503	657	0	189	16	28	55	2
456	1030	0	0	16	45	56	0
1488	0	0	0	16	7	57	1
760	722	0	0	16	23	58	0
826	658	0	0	16	18	59	0
1169	0	319	0	16	48	60	1
254	594	301	339	16	9923	61	9
0	1043	449	0	16	9921	62	9
1500	0	0	0	16	20	63	0
191	250	309	738	16	9918	64	9
652	604	0	0	16	51	65	1
0	0	1034	450	16	996	66	9
469	950	0	0	16	12	67	0
1484	0	0	0	16	24	68	1
956	0	0	524	16	9915	69	9
1071	409	0	0	16	25	70	0
1056	0	0	0	16	53	71	1
1492	0	0	0	16	36	72	2
237	1253	0	0	16	21	73	2
1488	0	0	0	16	46	74	1
0	0	0	1488	16	991	75	9
740	746	0	0	16	33	76	2
629	853	0	0	16	14	77	1
1083	0	138	0	16	9919	78	9
1492	0	0	0	16	4	79	0
733	636	0	0	16	3	80	1
1488	0	0	0	16	26	81	1
857	381	0	0	17	991	1	9
854	0	58	517	17	992	2	9
31	0	558	0	17	993	3	9
1492	0	0	0	17	22	4	2
816	672	0	0	17	49	5	1
778	0	0	599	17	995	6	9
1088	0	211	0	17	27	7	2
438	969	0	0	17	44	8	0
280	791	0	87	17	8	9	2
0	0	492	0	17	992	10	9
55	1185	0	0	17	9	11	0
800	0	0	0	17	5	12	2
808	125	0	0	17	993	13	9
1496	0	0	0	17	50	14	1
1359	0	0	0	17	11	15	1
1488	0	0	0	17	19	16	2
834	0	71	0	17	994	17	9
268	202	216	0	17	9917	18	9
670	476	0	0	17	6	19	2
246	713	0	0	17	42	20	0
1411	0	0	0	17	17	21	2
683	0	0	0	17	34	22	2
828	656	0	0	17	35	23	2
980	0	0	504	17	9912	24	9
1237	0	0	0	17	10	25	1
20	0	0	0	17	2	26	1
1124	0	0	0	17	39	27	0
1129	0	115	0	17	998	28	9
599	881	0	0	17	43	29	0
1488	0	0	0	17	54	30	1
581	0	905	0	17	9922	31	9
263	0	502	0	17	9911	32	9
0	0	661	215	17	9913	33	9
303	369	260	0	17	13	34	2
1494	0	0	0	17	15	35	1
1492	0	0	0	17	41	36	0
599	0	0	187	17	9914	37	9
278	1214	0	0	17	16	38	0
1496	0	0	0	17	52	39	1
310	0	0	0	17	9910	40	9
1488	0	0	0	17	29	41	2
1480	0	0	0	17	32	42	2
315	1177	0	0	17	30	43	2
0	0	720	0	17	9924	44	9
764	0	0	0	17	997	45	9
617	0	0	433	17	38	46	0
222	0	706	0	17	9920	47	9
391	867	0	0	17	40	48	0
955	108	0	0	17	999	49	9
741	405	0	231	17	37	50	0
374	0	0	0	17	9916	51	9
663	711	0	0	17	1	52	0
937	0	0	0	17	47	53	1
1492	0	0	0	17	31	54	2
0	792	0	237	17	28	55	2
289	675	0	0	17	45	56	0
1217	0	0	0	17	7	57	1
355	903	0	0	17	23	58	0
1062	426	0	0	17	18	59	0
954	0	326	0	17	48	60	1
228	0	219	241	17	9923	61	9
0	0	182	0	17	9921	62	9
786	706	0	0	17	20	63	0
525	0	760	0	17	9918	64	9
1039	453	0	0	17	51	65	1
225	0	893	0	17	996	66	9
0	1268	0	0	17	12	67	0
1492	0	0	0	17	24	68	1
0	278	0	0	17	9915	69	9
420	1018	0	0	17	25	70	0
1492	0	0	0	17	53	71	1
1492	0	0	0	17	36	72	2
766	720	0	0	17	21	73	2
1264	0	0	0	17	46	74	1
0	0	636	160	17	991	75	9
0	0	0	0	17	33	76	2
815	397	0	0	17	14	77	1
717	0	0	0	17	9919	78	9
127	507	0	0	17	4	79	0
440	259	0	0	17	3	80	1
1115	259	114	0	17	26	81	1
931	222	335	0	18	991	1	9
0	0	411	1069	18	992	2	9
565	0	919	0	18	993	3	9
1492	0	0	0	18	22	4	2
810	299	154	213	18	49	5	1
978	0	439	0	18	995	6	9
1492	0	0	0	18	27	7	2
555	933	0	0	18	44	8	0
493	995	0	0	18	8	9	2
0	0	809	0	18	992	10	9
1490	0	0	0	18	9	11	0
987	292	197	0	18	5	12	2
633	0	567	278	18	993	13	9
611	261	612	0	18	50	14	1
1496	0	0	0	18	11	15	1
404	0	909	0	18	19	16	2
827	70	0	352	18	994	17	9
0	1200	286	0	18	9917	18	9
862	433	0	65	18	6	19	2
448	1032	0	0	18	42	20	0
1496	0	0	0	18	17	21	2
487	369	628	0	18	34	22	2
763	717	0	0	18	35	23	2
1092	388	0	0	18	9912	24	9
1492	0	0	0	18	10	25	1
1333	0	0	0	18	2	26	1
1488	0	0	0	18	39	27	0
0	0	277	416	18	998	28	9
551	570	0	359	18	43	29	0
1292	0	0	0	18	54	30	1
765	572	143	0	18	9922	31	9
22	0	1462	0	18	9911	32	9
0	0	198	518	18	9913	33	9
1239	0	0	0	18	13	34	2
1490	0	0	0	18	15	35	1
223	1267	0	0	18	41	36	0
572	380	532	0	18	9914	37	9
514	976	0	0	18	16	38	0
1484	0	0	0	18	52	39	1
697	0	680	0	18	9910	40	9
960	528	0	0	18	29	41	2
0	1407	0	0	18	32	42	2
763	459	0	260	18	30	43	2
0	690	184	0	18	9924	44	9
790	0	114	387	18	997	45	9
455	1029	0	0	18	38	46	0
0	692	0	0	18	9920	47	9
1	1487	0	0	18	40	48	0
58	1141	0	0	18	999	49	9
341	931	0	0	18	37	50	0
251	77	248	418	18	9916	51	9
0	1480	0	0	18	1	52	0
144	994	0	350	18	47	53	1
1261	0	0	0	18	31	54	2
1399	0	0	0	18	28	55	2
0	1490	0	0	18	45	56	0
1486	0	0	0	18	7	57	1
338	903	0	0	18	23	58	0
747	737	0	0	18	18	59	0
1488	0	0	0	18	48	60	1
545	486	0	0	18	9923	61	9
369	0	1107	0	18	9921	62	9
348	760	0	0	18	20	63	0
31	0	583	0	18	9918	64	9
1123	361	0	0	18	51	65	1
0	0	856	0	18	996	66	9
526	688	0	0	18	12	67	0
1488	0	0	0	18	24	68	1
1121	0	0	0	18	9915	69	9
324	871	0	0	18	25	70	0
1474	0	0	0	18	53	71	1
1254	0	172	0	18	36	72	2
0	1470	0	0	18	21	73	2
1172	316	0	0	18	46	74	1
596	0	158	724	18	991	75	9
658	0	0	0	18	33	76	2
284	0	0	0	18	14	77	1
827	651	0	0	18	9919	78	9
728	754	0	0	18	4	79	0
720	0	0	0	18	3	80	1
1472	0	0	0	18	26	81	1
862	243	379	0	19	991	1	9
0	0	417	476	19	992	2	9
835	298	0	0	19	993	3	9
1071	0	0	0	19	22	4	2
939	267	0	72	19	49	5	1
643	193	354	294	19	995	6	9
362	264	283	380	19	27	7	2
603	300	361	212	19	44	8	0
476	192	0	416	19	8	9	2
704	91	474	0	19	992	10	9
628	850	0	0	19	9	11	0
723	0	0	569	19	5	12	2
999	192	289	0	19	993	13	9
1486	0	0	0	19	50	14	1
1480	0	0	0	19	11	15	1
858	391	0	0	19	19	16	2
231	0	586	44	19	994	17	9
945	228	307	0	19	9917	18	9
783	705	0	0	19	6	19	2
878	610	0	0	19	42	20	0
885	601	0	0	19	17	21	2
1220	0	0	0	19	34	22	2
1486	0	0	0	19	35	23	2
266	0	367	347	19	9912	24	9
828	652	0	0	19	10	25	1
816	0	0	0	19	2	26	1
1469	0	0	0	19	39	27	0
486	289	521	188	19	998	28	9
1309	179	0	0	19	43	29	0
1486	0	0	0	19	54	30	1
917	0	287	281	19	9922	31	9
359	25	662	318	19	9911	32	9
326	492	284	237	19	9913	33	9
712	774	0	0	19	13	34	2
906	0	0	378	19	15	35	1
854	624	0	0	19	41	36	0
988	0	217	0	19	9914	37	9
1385	0	0	0	19	16	38	0
1259	214	0	0	19	52	39	1
1079	0	0	266	19	9910	40	9
1488	0	0	0	19	29	41	2
1478	10	0	0	19	32	42	2
1014	0	0	0	19	30	43	2
0	0	1481	7	19	9924	44	9
596	0	456	360	19	997	45	9
842	0	0	640	19	38	46	0
0	0	97	0	19	9920	47	9
1492	0	0	0	19	40	48	0
412	510	0	361	19	999	49	9
1278	210	0	0	19	37	50	0
322	0	0	0	19	9916	51	9
1496	0	0	0	19	1	52	0
1255	0	0	0	19	47	53	1
1252	0	0	0	19	31	54	2
985	53	0	159	19	28	55	2
1496	0	0	0	19	45	56	0
1492	0	0	0	19	7	57	1
851	0	0	0	19	23	58	0
1488	0	0	0	19	18	59	0
1354	0	0	0	19	48	60	1
310	0	678	492	19	9923	61	9
199	216	779	282	19	9921	62	9
427	522	0	0	19	20	63	0
0	0	0	0	19	9918	64	9
1237	0	0	247	19	51	65	1
349	59	690	0	19	996	66	9
1484	0	0	0	19	12	67	0
0	0	0	0	19	24	68	1
718	0	766	0	19	9915	69	9
1313	179	0	0	19	25	70	0
1051	209	200	0	19	53	71	1
1488	0	0	0	19	36	72	2
1480	0	0	0	19	21	73	2
1496	0	0	0	19	46	74	1
238	0	682	370	19	991	75	9
1263	221	0	0	19	33	76	2
670	758	0	48	19	14	77	1
617	156	713	0	19	9919	78	9
1484	0	0	0	19	4	79	0
1488	0	0	0	19	3	80	1
1488	0	0	0	19	26	81	1
399	322	446	0	20	991	1	9
492	0	0	937	20	992	2	9
989	0	495	0	20	993	3	9
1496	0	0	0	20	22	4	2
1500	0	0	0	20	49	5	1
1120	0	0	0	20	995	6	9
101	1389	0	0	20	27	7	2
0	1486	0	0	20	44	8	0
0	1483	0	9	20	8	9	2
0	0	774	258	20	992	10	9
740	748	0	0	20	9	11	0
1488	0	0	0	20	5	12	2
1276	0	0	0	20	993	13	9
1484	0	0	0	20	50	14	1
1492	0	0	0	20	11	15	1
1500	0	0	0	20	19	16	2
718	0	770	0	20	994	17	9
0	438	637	297	20	9917	18	9
446	443	589	0	20	6	19	2
0	1496	0	0	20	42	20	0
1492	0	0	0	20	17	21	2
1492	0	0	0	20	34	22	2
125	673	0	462	20	35	23	2
70	552	862	0	20	9912	24	9
1496	0	0	0	20	10	25	1
1498	0	0	0	20	2	26	1
0	1486	0	0	20	39	27	0
427	354	0	618	20	998	28	9
570	918	0	0	20	43	29	0
1220	0	0	0	20	54	30	1
684	0	624	0	20	9922	31	9
0	389	617	478	20	9911	32	9
340	530	389	170	20	9913	33	9
410	1082	0	0	20	13	34	2
1492	0	0	0	20	15	35	1
1421	0	75	0	20	41	36	0
1098	0	390	0	20	9914	37	9
888	608	0	0	20	16	38	0
1492	0	0	0	20	52	39	1
477	0	490	0	20	9910	40	9
1496	0	0	0	20	29	41	2
1500	0	0	0	20	32	42	2
1077	411	0	0	20	30	43	2
829	471	66	0	20	9924	44	9
499	0	622	0	20	997	45	9
0	1234	258	0	20	38	46	0
65	0	832	0	20	9920	47	9
537	646	309	0	20	40	48	0
560	772	0	0	20	999	49	9
1494	0	0	0	20	37	50	0
853	555	0	0	20	9916	51	9
241	1247	0	0	20	1	52	0
110	1388	0	0	20	47	53	1
1488	0	0	0	20	31	54	2
0	928	231	329	20	28	55	2
285	1199	0	0	20	45	56	0
1490	0	0	0	20	7	57	1
0	585	0	907	20	23	58	0
559	0	309	612	20	18	59	0
1492	0	0	0	20	48	60	1
1048	0	0	0	20	9923	61	9
0	0	783	0	20	9921	62	9
1498	0	0	0	20	20	63	0
0	0	1490	0	20	9918	64	9
997	495	0	0	20	51	65	1
0	353	438	0	20	996	66	9
463	597	426	0	20	12	67	0
1496	0	0	0	20	24	68	1
0	0	1490	0	20	9915	69	9
67	1180	0	0	20	25	70	0
978	0	0	0	20	53	71	1
622	0	0	0	20	36	72	2
1481	0	0	11	20	21	73	2
1099	0	0	0	20	46	74	1
0	0	826	658	20	991	75	9
1496	0	0	0	20	33	76	2
1492	0	0	0	20	14	77	1
993	0	265	0	20	9919	78	9
1496	0	0	0	20	4	79	0
1496	0	0	0	20	3	80	1
1484	0	0	0	20	26	81	1
8	437	619	0	21	991	1	9
0	262	0	537	21	992	2	9
1056	426	0	0	21	993	3	9
1496	0	0	0	21	22	4	2
1140	263	0	0	21	49	5	1
596	0	493	395	21	995	6	9
713	316	260	193	21	27	7	2
1488	0	0	0	21	44	8	0
1488	0	0	0	21	8	9	2
504	0	361	486	21	992	10	9
1492	0	0	0	21	9	11	0
1495	0	0	0	21	5	12	2
730	0	529	0	21	993	13	9
1432	0	52	0	21	50	14	1
1072	0	0	0	21	11	15	1
1165	0	0	0	21	19	16	2
669	304	0	0	21	994	17	9
472	449	447	0	21	9917	18	9
157	1161	0	164	21	6	19	2
1159	0	0	0	21	42	20	0
1492	0	0	0	21	17	21	2
886	0	596	0	21	34	22	2
1447	0	0	0	21	35	23	2
494	231	66	598	21	9912	24	9
562	0	0	595	21	10	25	1
1028	0	0	0	21	2	26	1
1500	0	0	0	21	39	27	0
97	171	390	431	21	998	28	9
13	1481	0	0	21	43	29	0
933	0	0	0	21	54	30	1
0	348	0	0	21	9922	31	9
566	0	527	0	21	9911	32	9
775	226	251	224	21	9913	33	9
1161	90	0	233	21	13	34	2
876	0	0	0	21	15	35	1
1264	0	0	0	21	41	36	0
427	228	427	0	21	9914	37	9
1473	19	0	0	21	16	38	0
1328	0	0	0	21	52	39	1
842	0	233	172	21	9910	40	9
1261	0	235	0	21	29	41	2
987	0	234	0	21	32	42	2
868	0	0	0	21	30	43	2
19	201	1076	0	21	9924	44	9
1296	196	0	0	21	997	45	9
1496	0	0	0	21	38	46	0
0	0	1365	0	21	9920	47	9
1228	0	0	195	21	40	48	0
230	300	370	0	21	999	49	9
1332	0	0	0	21	37	50	0
0	522	0	413	21	9916	51	9
1178	0	0	0	21	1	52	0
844	0	0	0	21	47	53	1
